lane,scenario_id,success,recorded_feasible_success,outcome,time_s,final_distance_m,final_speed_mps,path_m,straight_distance_m,energy_proxy_j,handovers,outage_s,dropped_bits,delay_proxy_mean_s,interference_mean_w,sinr_mean_db,sinr_p05_db,rss_mean_dbm,raw_return
95,42003_0095,True,True,success,55.0,0.8011059165000916,0.0,1217.90625,1217.105712890625,17151.31640625,5,0.0,0.0,5.425318073565987,7.276767260836178e-07,-7.954555034637451,-19.910892486572266,-39.45454406738281,32.09134845435619
96,42003_0096,True,True,success,64.0,0.7991968989372253,2.384185791015625e-07,1444.08349609375,1443.283935546875,20313.70703125,5,0.0,0.0,0.42926013718533795,4.935063495636882e-07,-7.169033050537109,-14.229528427124023,-40.421875,35.381551476195455
97,42003_0097,True,True,success,62.0,0.4565999507904053,4.76837158203125e-07,1399.971923828125,1399.5155029296875,19674.2421875,3,0.0,0.0,1.0054822001726396,2.8109010666030956e-07,-5.233356952667236,-14.866708755493164,-41.17741775512695,34.913308165967464
98,42003_0098,True,True,success,73.0,0.7507601976394653,3.3717478231665154e-07,1670.9200439453125,1670.1700439453125,23482.560546875,7,0.0,0.0,2.951945222499589,5.701987774970915e-07,-9.51242733001709,-20.330352783203125,-42.39725875854492,37.901250736787915
99,42003_0099,True,True,success,67.0,0.14259903132915497,0.4207156002521515,1529.3004150390625,1529.1575927734375,21469.4140625,6,3.0,0.0,17911.84277680697,4.1786209204582885e-07,-12.231749534606934,-24.073020935058594,-43.92537307739258,36.18225332349539
100,42003_0100,True,True,success,70.0,0.7945222854614258,2.4575624024691933e-07,1594.4395751953125,1593.64453125,22417.52734375,5,0.0,0.0,3.313707875433777,8.023054915286463e-07,-9.337462425231934,-18.74943733215332,-40.514286041259766,36.813442409038544
101,42003_0101,True,True,success,76.0,0.6385987997055054,1.2839233249906101e-06,1747.875732421875,1747.238037109375,24552.326171875,7,1.0,0.0,6760.924375804813,7.23137689144431e-07,-11.116063117980957,-19.041065216064453,-42.0,38.39788090437651
102,42003_0102,True,True,success,73.0,0.2659395635128021,1.286544919013977,1684.43701171875,1684.7034912109375,23624.470703125,7,2.0,0.0,20240.680621734107,9.402934877358996e-07,-13.391069412231445,-23.110944747924805,-42.356163024902344,37.50729053840041
103,42003_0103,True,True,success,68.0,0.7279309630393982,0.0,1546.423583984375,1545.6951904296875,21737.50390625,3,0.0,0.0,0.2833439717343187,7.101682676173315e-07,-5.304842472076416,-10.343565940856934,-36.985294342041016,37.1531987413764
104,42003_0104,True,True,success,53.0,0.42454320192337036,1.5181853771209717,1185.853515625,1186.2784423828125,16640.265625,5,0.0,0.0,8.644379273338139,1.1768761053318948e-06,-10.900052070617676,-22.395809173583984,-40.28302001953125,30.50729278475046
